epoch,binary_crossentropy,dice_coef,iou_score,learning_rate,loss,pixel_accuracy,sensitivity,specificity,val_binary_crossentropy,val_dice_coef,val_iou_score,val_loss,val_pixel_accuracy,val_sensitivity,val_specificity
0,0.6058605313301086,0.015416059643030167,0.007769234478473663,9.999999747378752e-05,0.795222282409668,0.7206876277923584,0.4157540202140808,0.722896158695221,0.5575975179672241,0.014829779043793678,0.007471476215869188,0.7713838219642639,0.9888462424278259,0.00012966629583388567,0.9961844086647034
1,0.36152708530426025,0.015263210982084274,0.00769218010827899,9.999999747378752e-05,0.6731244921684265,0.9878675937652588,0.00824198592454195,0.9947929382324219,0.38053253293037415,0.014809557236731052,0.007461559493094683,0.6828614473342896,0.9925655722618103,0.0001283860474359244,1.0
2,0.3196601867675781,0.01574104093015194,0.007934928871691227,9.999999747378752e-05,0.6519594788551331,0.991184651851654,0.0016999178333207965,0.9982240796089172,0.31153160333633423,0.01451773103326559,0.007313969079405069,0.6485276818275452,0.992742657661438,0.00014553553774021566,1.0
3,0.2944320738315582,0.016086628660559654,0.00811062939465046,9.999999747378752e-05,0.63917076587677,0.9920415282249451,0.0006198231712915003,0.9990891218185425,0.2677266001701355,0.014931673184037209,0.007524287793785334,0.6263970732688904,0.992559552192688,0.00014245242346078157,1.0
4,0.2781222462654114,0.01621101051568985,0.008173910900950432,9.999999747378752e-05,0.6309565901756287,0.9923498630523682,0.00040431288653053343,0.9993621110916138,0.23452003300189972,0.01476594340056181,0.007440239656716585,0.6098770499229431,0.9926249384880066,0.00012945833441335708,1.0
5,0.2727717459201813,0.016090795397758484,0.00811292976140976,9.999999747378752e-05,0.6283425092697144,0.9919025301933289,0.0009786267764866352,0.9989019632339478,0.2158459722995758,0.014538479968905449,0.007324978243559599,0.6006537079811096,0.9927864074707031,0.00013229875185061246,1.0
6,0.2562473714351654,0.016563672572374344,0.008353272452950478,9.999999747378752e-05,0.6198443174362183,0.9923097491264343,0.0003525936626829207,0.9994195699691772,0.21861158311367035,0.015248577110469341,0.007685678545385599,0.601692795753479,0.9925066828727722,0.00014126046153251082,1.0
7,0.2418856918811798,0.016756843775510788,0.008451751433312893,9.999999747378752e-05,0.612560510635376,0.9927205443382263,0.00019175722263753414,0.9996901750564575,0.20575761795043945,0.014993654564023018,0.007556389085948467,0.5953981280326843,0.9925972819328308,0.0001428320974810049,1.0
8,0.23256176710128784,0.017505869269371033,0.008832735009491444,9.999999747378752e-05,0.607528030872345,0.9926141500473022,0.0003300990501884371,0.9997057318687439,0.19065557420253754,0.014792559668421745,0.007454238831996918,0.5879315137863159,0.9926572442054749,0.00013002131890971214,1.0
9,0.23466543853282928,0.017782246693968773,0.008973523043096066,9.999999747378752e-05,0.6084324717521667,0.9917058348655701,0.0038997658994048834,0.9987176656723022,0.15406247973442078,0.013953601941466331,0.007029286120086908,0.5700544118881226,0.9926061630249023,0.0001290040381718427,1.0
